speechiness,loudness,danceability,energy,acousiticness,target
1270,-4075,633,788,1110000,7
381,-12228,344,264,10000000,7
703,-4313,311,884,13300,7
294,-6608,376,511,513000,7
769,-2993,440,950,449000,7
678,-5469,525,850,5710000,7
434,-4991,346,785,165000,7
1800,-3369,432,939,1040000,7
670,-5023,405,841,6.69E+03,7
303,-4488,632,805,950000,7
1240,-3678,421,991,3.81E+02,7
324,-5627,464,764,1700000,7
292,-5886,532,663,42500000,7
650,-7791,333,880,230000,7
1320,-4838,468,902,3250000,7
361,-8080,705,812,158000,7
442,-8357,383,737,1310000,7
3100,-332,490,964,2920000,7
327,-3945,464,733,30900,7
294,-11616,385,689,26200000,7
400,-7091,663,923,2720000,7
536,-3910,542,828,175000,7
345,-7594,659,736,11200000,7
1170,-3273,606,974,1070000,7
315,-6944,457,528,62400000,7
612,-5121,472,811,83900,7
312,-10720,434,327,60900000,7
471,-13942,584,350,22800000,7
340,-17897,700,344,73200000,7
905,-6003,526,862,1440000,7
1300,-3611,503,906,790000,7
948,-5607,583,920,20200000,7
762,-3017,428,914,594000,7
983,-3682,389,975,10900,7
2320,-9659,615,597,22800000,7
980,-9573,465,865,1800000,7
505,-5875,568,844,18900,7
476,-9919,666,936,244000,7
423,-6267,655,900,4470000,7
2000,-6637,594,867,526000,7
536,-6015,529,858,1150000,7
304,-5338,618,837,25400,7
315,-7014,285,434,28300000,7
362,-3502,655,972,25700000,7
290,-6492,689,749,25600000,7
579,-11260,438,780,9690000,7
546,-6352,474,794,5.32E+03,7
2280,-6001,484,565,14600000,7
292,-10863,331,282,71000000,7
327,-2572,405,905,5.43E+03,7
562,-4455,402,931,27700,7
411,-4691,446,993,2.13E+03,7
656,-3774,550,975,563000,7
338,-11607,400,456,10400000,7
1230,-8070,508,797,45700,7
612,-5024,459,931,126000,7
361,-9835,491,801,27000000,7
473,-6915,349,827,4310000,7
425,-5414,443,844,251000,7
440,-12308,736,552,58700000,7
316,-5242,588,856,81800,7
915,-7470,804,693,876000,7
570,-4907,509,584,3680000,7
489,-6740,563,820,546000,7
255,-6517,432,389,68700000,7
427,-3371,483,944,40000000,7
323,-2557,441,777,1050000,7
473,-2248,398,890,2520000,7
1460,-4866,696,830,7170000,7
2380,-1226,421,950,66100,7
285,-9305,729,546,54700000,7
323,-5571,533,637,16000000,7
1220,-4078,395,905,1570000,7
280,-6857,462,545,3010000,7
336,-8215,566,579,30000000,7
1090,-5509,280,908,3270000,7
342,-3007,508,913,1210000,7
382,-14063,629,648,2030000,7
308,-4919,668,739,3830000,7
1430,-4114,478,899,12400000,7
535,-14208,605,514,14700000,7
439,-8124,452,818,13500000,7
431,-2236,725,576,63800000,7
382,-7662,530,793,1320000,7
400,-6668,607,695,1130000,7
297,-6110,551,782,5870000,7
2740,-3438,537,920,592000,7
1020,-3762,533,967,23200,7
885,-9366,403,709,7460000,7
605,-7670,420,746,3430000,7
276,-4127,593,850,1920000,7
321,-4046,550,874,43600,7
445,-6696,633,766,791000,7
650,-9183,581,752,8100000,7
516,-8510,550,726,14600000,7
247,-6594,610,473,16300000,7
998,-3990,373,944,265000,7
286,-13802,598,589,13100000,7
487,-11115,465,821,1330000,7
851,-3856,518,748,3430000,7
440,-4698,367,707,806000,7
1820,-2326,645,867,11900000,7
690,-8643,739,647,8520000,7
254,-7489,616,549,31300000,7
606,-6555,507,803,212000,7
400,-11018,643,364,71500000,7
1010,-4854,510,759,3400000,7
280,-11101,466,648,230000,7
441,-6481,215,752,71700,7
339,-6743,506,554,33900000,7
449,-6023,507,828,711000,7
766,-3167,540,968,429000,7
309,-3680,490,679,394000,7
355,-6753,494,548,2130000,7
418,-5281,626,821,260000,7
1230,-4948,444,926,4440000,7
321,-6863,411,697,758000,7
1280,-3600,570,891,478000,7
341,-3509,532,925,3.50E+03,7
491,-4550,463,957,46900,7
453,-6883,461,755,146000,7
621,-4236,617,948,226000,7
489,-739,662,832,7870000,7
597,-3598,519,879,45300,7
469,-5336,495,931,250000,7
256,-11782,419,383,7240000,7
480,-7667,516,947,605000,7
299,-7284,593,642,31300000,7
418,-6189,267,810,19000,7
789,-3797,455,903,204000,7
499,-4245,345,852,16000,7
413,-6078,207,676,2760000,7
302,-9303,382,416,7330000,7
265,-5797,540,711,1110000,7
268,-5826,402,317,76600000,7
452,-5358,531,818,6940000,7
2140,-3222,688,930,305000,7
1130,-8365,433,752,1160000,7
561,-6400,622,619,6240000,7
918,-5414,185,900,12500,7
266,-14224,520,329,57600000,7
567,-4217,364,922,91500,7
820,-5659,264,927,395000,7
450,-5363,462,946,45100,7
612,-5197,506,957,97000,7
382,-4523,639,867,11800000,7
1030,-2538,167,962,2.25E+02,7
3610,-3133,408,967,1040000,7
394,-4557,481,956,465000,7
262,-9294,557,473,26100000,7
751,-6545,670,817,2960000,7
1300,-6602,306,932,26500,7
284,-8358,631,689,7310000,7
931,-6158,695,850,52800000,7
293,-8111,550,711,20700000,7
254,-9484,712,549,1100000,7
962,-7011,737,678,11400000,7
949,-4597,350,958,43600,7
1010,-7384,505,836,1030000,7
2720,-6312,677,716,3670000,7
320,-4191,446,640,12800000,7
399,-6887,546,760,629000,7
371,-5692,288,758,616000,7
272,-6991,738,507,22900000,7
1400,-3116,481,938,11600,7
442,-7218,609,659,592000,7
319,-6070,558,747,371000,7
436,-7315,288,696,228000,7
242,-8882,501,415,3750000,7
514,-3390,325,912,160000,7
668,-4518,538,975,41600,7
766,-4955,343,912,3.75E+03,7
891,-4029,428,922,32900,7
522,-3948,412,847,2.43E+03,7
316,-4919,292,714,65800,7
855,-3435,613,953,148000,7
290,-9655,464,729,6110000,7
316,-8017,580,627,5000000,7
536,-7594,381,732,834000,7
368,-6890,495,787,9.16E+03,7
486,-3305,658,813,4630000,7
809,-8788,519,770,6750000,7
407,-4066,378,896,45200,7
571,-5759,287,910,4.12E+03,7
555,-9120,225,689,46900000,7
509,-1856,627,861,56400,7
307,-9060,491,710,98100,7
1500,-5464,589,797,2890000,7
801,-10105,595,719,24600000,7
295,-5051,666,855,17900000,7
310,-6423,522,738,2860000,7
938,-5264,501,809,3380000,7
410,-7992,372,794,4840000,7
482,-5285,399,910,12500,7
1100,-4944,618,917,1310000,7
527,-12095,645,795,34700000,7
332,-5898,735,831,166000,7
395,-5640,568,741,1220000,7
1020,-3707,723,895,8800000,7
428,-7499,513,655,7560000,7
290,-5711,700,807,57600,7
986,-6641,358,753,25900,7
577,-1973,474,943,3.60E+03,7
580,-9186,412,782,30800000,7
381,-5534,540,661,7650000,7
769,-11514,429,631,7.85E+03,7
806,-4228,520,856,19300,7
425,-6444,552,689,9150000,7
2990,-3987,513,919,18200000,7
354,-5001,407,872,20600,7
388,-5846,500,824,16000,7
975,-4063,249,979,20200,7
390,-4897,661,908,5200000,7
280,-9684,652,609,29800000,7
390,-6821,740,606,4970000,7
335,-4593,439,827,6460000,7
428,-12096,605,443,62000000,7
381,-4153,496,863,460000,7
470,-2705,520,932,15900,7
368,-8697,513,678,4050000,7
414,-4268,515,826,3190000,7
225,-8113,624,554,19100000,7
647,-6592,445,886,158000,7
444,-10737,587,184,82900000,7
1620,-4951,421,817,808000,7
726,-3881,291,963,14600,7
423,-6480,503,685,4210000,7
825,-8706,426,746,33700000,7
315,-3459,634,863,10100000,7
666,-10237,417,790,7810000,7
591,-3766,470,911,875000,7
469,-8929,605,872,22100000,7
3060,-2906,386,920,304000,7
539,-5998,770,672,1250000,7
1270,-4564,500,932,3.42E+03,7
308,-5948,719,883,4690000,7
384,-4212,533,802,100000,7
1310,-3441,681,792,893000,7
1220,-4684,624,946,876000,7
313,-14465,457,266,71100000,7
526,-5147,644,891,111000,7
1540,-2236,740,958,25100000,7
915,-7470,804,693,876000,7
768,-8045,515,534,18100000,7
774,-6128,472,947,9.43E+02,7
452,-4433,307,869,8010000,7
321,-6248,427,623,43900,7
2800,-9114,576,506,8980000,7
295,-4803,595,717,7790000,7
1840,-2531,519,839,1770000,7
396,-9616,596,448,36500000,7
306,-14935,623,127,45200000,7
1320,-5333,491,942,15600000,7
795,-8981,964,398,151000,7
621,-9278,479,888,181000,7
289,-5449,441,596,9040000,7
342,-8169,637,625,64100000,7
349,-11342,643,344,90900000,7
626,-5050,506,870,17200000,7
374,-4498,374,815,6.90E+03,7
2600,-4918,431,950,105000,7
375,-7530,435,833,1.48E+03,7
322,-8621,282,547,3000000,7
559,-3969,124,770,6.47E+03,7
1670,-2898,417,989,6.67E+03,7
317,-4186,445,765,45400000,7
345,-6067,550,908,578000,7
687,-6592,508,890,3.43E+03,7
318,-4622,566,290,24100000,7
419,-6013,510,827,708000,7
682,-4266,544,991,15200,7
392,-5726,582,938,73300,7
1280,-4230,486,765,2390000,7
328,-8555,654,621,38400000,7
530,-6710,315,618,3530000,7
652,-5430,640,830,12900000,7
4990,-2759,416,971,2430000,7
426,-3075,593,938,189000,7
302,-7844,475,432,18300000,7
621,-5766,462,836,517000,7
338,-7890,723,863,3830000,7
557,-2131,591,764,8990000,7
311,-11063,593,200,90400000,7
1200,-4743,508,936,1000000,7
391,-8802,497,947,8.21E+03,7
307,-17271,351,228,28500000,7
298,-4583,466,653,1570000,7
365,-6041,417,704,51400000,7
275,-5892,585,520,28800000,7
299,-4650,401,591,252000,7
695,-5130,423,862,791000,7
543,-7495,543,944,40200000,7
533,-4542,308,873,22000,7
750,-9453,412,821,1560000,7
1300,-3611,503,906,790000,7
339,-3529,203,833,2.70E+03,7
488,-7066,365,924,1440000,7
374,-7516,640,663,20100000,7
291,-13593,493,242,68000000,7
314,-6078,564,873,1900000,7
1470,-3700,484,940,2100000,7
880,-7086,295,977,147000,7
315,-3534,540,811,519000,7
312,-9376,422,268,94000000,7
340,-11439,506,422,91600000,7
247,-6196,514,613,55600,7
335,-3237,569,913,90500,7
2330,-4734,494,916,112000,7
288,-7190,612,601,1130000,7
451,-7741,611,734,6750000,7
312,-13059,475,576,2180000,7
612,-5024,459,931,126000,7
455,-13597,488,744,201000,7
315,-5888,351,724,202000,7
353,-6246,633,652,4960000,7
283,-11729,550,722,25000000,7
904,-4269,567,984,6.06E+03,7
298,-13424,482,649,22300000,7
421,-7596,195,566,54600000,7
479,-5443,400,916,982000,7
743,-8061,818,604,6560000,7
881,-6192,376,741,4.52E+03,7
248,-7154,642,673,1140000,7
342,-14462,580,422,40900000,7
716,-9404,760,702,1040000,7
330,-7576,709,679,24400,7
331,-4525,493,936,8.53E+02,7
324,-11384,421,335,3420000,7
403,-8762,230,708,3.00E+03,7
297,-8041,541,775,151000,7
346,-2392,673,902,5910000,7
403,-5852,235,724,145000,7
593,-4671,578,894,158000,7
309,-8376,497,435,61800000,7
295,-4803,595,717,7790000,7
1460,-5450,725,659,9080000,7
982,-5250,460,978,28900,7
742,-2799,459,875,93300,7
370,-11393,688,544,57600000,7
275,-5810,593,747,1100000,7
376,-2811,646,913,2060000,7
824,-8621,466,673,1920000,7
1160,-5992,392,951,6.47E+03,7
304,-7444,449,508,60900000,7
278,-8612,717,706,11600000,7
762,-4696,523,828,1360000,7
607,-1899,339,979,737000,7
336,-1853,515,752,207000,7
470,-4393,426,900,1200000,7
735,-3677,517,906,272000,7
840,-6246,427,617,207000,7
359,-3558,512,885,2080000,7
1260,-3332,282,987,4.57E+02,7
407,-3486,578,948,96300,7
298,-7264,697,832,16800000,7
249,-9610,538,532,55500000,7
283,-8799,540,423,29400000,7
1680,-3900,241,916,86800,7
590,-3826,479,939,4170000,7
662,-5729,312,920,8.39E+02,7
404,-3894,313,831,12700,7
278,-9686,615,702,746000,7
392,-10052,671,405,38500000,7
288,-10396,536,311,82000000,7
860,-12900,747,571,48000000,7
444,-6087,585,713,2520000,7
950,-4865,293,928,4.20E+03,7
295,-4932,418,547,21100000,7
288,-6260,654,810,719000,7
498,-3640,536,928,21300,7
504,-5775,671,918,490000,7
287,-7115,486,617,9540000,7
909,-6011,516,878,376000,7
840,-6246,427,617,207000,7
686,-4736,388,968,99300,7
1030,-3796,427,965,70200,7
284,-7384,553,644,186000,7
341,-9444,587,613,17900,7
541,-5511,231,792,9.67E+02,7
663,-4574,398,860,155000,7
430,-9388,326,771,2150000,7
536,-3910,542,828,175000,7
663,-4627,331,961,14600,7
341,-3923,813,774,1200000,7
1120,-6353,436,766,512000,7
570,-4577,490,872,2070000,7
386,-3902,499,873,468000,7
315,-8445,638,538,45200000,7
670,-5511,685,697,16600000,7
886,-1917,349,958,8.59E+03,7
3050,-9981,736,482,71000000,7
326,-12682,595,594,56300000,7
466,-5242,439,863,96400,7
307,-5824,409,679,3.03E+02,7
539,-11225,611,883,8460000,7
533,-5149,631,787,7520000,7
291,-9199,760,766,10900000,7
408,-7669,463,654,35200,7
459,-13496,559,345,5760000,7
474,-4448,626,923,1320000,7
565,-5879,157,862,979000,7
1170,-4599,663,903,4600000,7
328,-9653,511,517,13000000,7
295,-7476,674,736,58900000,7
320,-5312,655,669,1160000,7
290,-4649,472,671,1290000,7
583,-2522,411,986,26400,7
438,-6686,234,795,2.94E+03,7
286,-12595,472,366,15000000,7
345,-9786,552,608,35200000,7
385,-5894,495,754,704000,7
318,-8806,479,601,8320000,7
392,-4746,795,710,44300000,7
490,-4613,729,989,1020000,7
277,-7431,589,438,57300000,7
327,-9258,402,597,3850000,7
582,-3148,333,814,65400,7
1160,-4529,334,979,3.78E+03,7
360,-7167,602,459,63000000,7
333,-15913,503,265,94300000,7
269,-4884,539,786,228000,7
279,-12878,643,614,25000000,7
511,-4633,623,881,247000,7
347,-7078,590,743,6700000,7
297,-5703,624,910,2850000,7
276,-5829,614,755,1620000,7
327,-3945,464,733,30900,7
371,-5865,330,587,22100000,7
468,-5596,402,923,370000,7
734,-4647,600,931,2960000,7
577,-5578,397,808,402000,7
323,-8463,607,649,4320000,7
295,-5748,644,575,70200000,7
477,-5193,374,739,5.80E+02,7
275,-16415,551,246,85900000,7
356,-4569,677,870,19900000,7
838,-3259,591,947,6500000,7
604,-7380,403,742,21800000,7
384,-7122,416,681,971000,7
1170,-8022,489,505,57900000,7
433,-12678,586,784,76400000,7
331,-6384,537,636,77400000,7
343,-10409,850,678,23100000,7
283,-6691,650,747,2910000,7
1000,-4261,423,984,2.29E+03,7
895,-5920,675,844,2120000,7
350,-12903,472,647,1040000,7
301,-11413,705,728,1410000,7
1510,-8472,470,755,26300000,7
334,-8431,867,503,82700000,7
726,-3740,500,887,467000,7
463,-6949,230,737,6.19E+02,7
315,-13913,469,647,59500000,7
291,-9316,294,641,1630000,7
662,-4926,599,914,246000,7
774,-4175,345,890,72500,7
289,-5454,478,854,2040000,7
275,-12859,569,550,771000,7
3890,-6662,214,910,47700000,7
2950,-6562,747,573,26800000,7
716,-3726,382,932,3.50E+03,7
808,-3651,458,980,20500,7
628,-2145,471,953,5900000,7
503,-5673,569,945,936000,7
353,-14582,630,569,2110000,7
1230,-5683,383,885,2950000,7
2170,-3496,191,948,2.78E+03,7
433,-4448,495,844,9.75E+03,7
701,-6729,426,929,162000,7
822,-3228,400,979,5.65E+03,7
455,-9486,240,924,31100,7
701,-4326,228,879,14100,7
539,-3628,320,892,13700,7
3180,-8535,481,645,8630000,7
352,-4589,573,882,2.99E+03,7
398,-7275,574,764,535000,7
1320,-2130,364,992,18300,7
661,-12377,508,887,990000,7
632,-5875,314,756,25000,7
312,-14938,578,331,69500000,7
875,-4130,308,916,2.02E+03,7
775,-4046,602,905,20200,7
642,-7672,220,933,24300,7
413,-5041,587,821,5360000,7
611,-4311,381,952,2100000,7
1270,-3857,516,950,35600,7
832,-8937,483,753,42500000,7
285,-9305,729,546,54700000,7
1570,-4671,747,932,2250000,7
412,-5865,538,802,109000,7
679,-2857,509,952,4340000,7
731,-4525,629,881,300000,7
568,-11906,342,677,130000,7
410,-8271,624,586,96700,7
275,-7445,639,710,1330000,7
960,-4899,267,953,211000,7
328,-5045,546,881,18100,7
304,-11248,587,536,17900000,7
416,-6977,390,582,2790000,7
350,-6094,585,800,170000,7
352,-7187,650,677,30000000,7
715,-3389,358,930,7.73E+02,7
459,-13496,559,345,5760000,7
553,-8888,507,934,3.52E+03,7
514,-7887,632,815,35000000,7
698,-3188,331,943,721000,7
719,-8249,592,745,66200000,7
307,-4166,503,667,104000,7
443,-6882,426,861,193000,7
502,-9125,199,807,192000,7
410,-5702,471,843,63600000,7
577,-5804,326,763,795000,7
2280,-3369,603,946,33500,7
269,-5607,519,668,2860000,7
322,-3972,648,564,21600000,7
456,-6913,586,775,1250000,7
884,-4464,621,790,11500000,7
345,-8065,465,600,81800000,7
2080,-4902,513,874,166000,7
558,-5131,518,921,133000,7
479,-8158,765,636,5630000,7
360,-5242,517,753,2040000,7
363,-4716,669,819,11000000,7
423,-5364,603,848,6280000,7
551,-8698,532,768,80000000,7
317,-14819,578,358,986000,7
610,-8137,580,573,305000,7
278,-5455,424,588,5530000,7
910,-6865,529,743,378000,7
469,-6493,287,780,4900000,7
317,-10551,531,656,71800000,7
615,-5765,536,845,330000,7
486,-4153,527,971,2.74E+03,7
445,-6311,585,903,9400000,7
394,-8928,319,803,534000,7
752,-4727,632,910,115000,7
367,-5541,413,881,5.99E+03,7
274,-7474,553,621,591000,7
236,-7156,647,627,11900,7
489,-7726,687,680,48900,7
734,-3081,450,856,38500,7
385,-15208,264,285,89200000,7
316,-9342,389,476,61900000,7
395,-3936,554,800,11900000,7
701,-4326,228,879,14100,7
686,-3348,521,855,2230000,7
371,-4483,629,880,7.54E+03,7
331,-5733,481,856,2230000,7
1400,-7582,519,695,75000,7
2620,-3484,539,915,10200000,7
340,-8109,589,696,8.65E+03,7
1190,-7018,323,891,126000,7
502,-7707,612,924,768000,7
687,-4697,587,932,257000,7
323,-6013,527,838,2060000,7
360,-16791,402,94.3,65300000,7
290,-7022,645,417,54300000,7
551,-10746,253,820,3830000,7
665,-2087,600,915,593000,7
325,-3711,549,741,42300,7
432,-6095,679,948,3550000,7
248,-6890,597,852,2650000,7
271,-7428,640,614,1610000,7
522,-4609,324,948,8.85E+02,7
373,-13741,516,549,50100000,7
705,-6148,288,936,62100,7
404,-5190,669,932,7610000,7
362,-4330,544,876,1760000,7
747,-5230,352,911,121000,7
1500,-3116,543,990,121000,7
540,-4349,484,948,26900,7
820,-5996,573,929,218000,7
468,-5343,420,825,55900,7
1020,-13192,538,510,72600000,7
371,-5079,515,934,7.94E+03,7
600,-11709,531,481,69900000,7
861,-5730,755,746,19800000,7
1070,-2189,392,976,10700,7
371,-19998,467,93.6,81700000,7
388,-5846,500,824,16000,7
435,-10759,682,749,883000,7
378,-5120,583,947,1850000,7
258,-7314,666,603,31000,7
394,-11229,362,507,1740000,7
756,-4373,463,908,893000,7
292,-5318,440,533,279000,7
633,-4348,578,886,1100000,7
362,-4756,457,804,20600,7
3050,-7981,604,665,51600000,7
427,-5009,774,714,388000,7
363,-7630,478,861,1640000,7
387,-4358,580,916,29700,7
522,-5453,484,833,6.29E+03,7
341,-5875,360,891,151000,7
554,-10068,564,932,1300000,7
836,-3551,608,936,1040000,7
340,-7317,598,578,17000000,7
519,-6150,533,971,43300,7
279,-9211,598,676,13000000,7
813,-4252,585,979,74000,7
330,-9271,414,295,84600000,7
404,-7998,341,714,35400000,7
309,-8559,569,789,5.62E+02,7
479,-4807,285,737,2.61E+03,7
682,-9779,798,728,37400000,7
540,-5997,344,911,5.05E+03,7
779,-4369,641,897,17200000,7
4050,-11600,412,902,4840000,7
727,-7485,623,845,114000,7
337,-5142,322,719,3280000,7
293,-19429,495,291,56200000,7
1140,-3757,656,928,15800000,7
960,-7813,390,865,5580000,7
1800,-5758,292,979,16400000,7
754,-8789,210,851,381000,7
1330,-3729,408,920,9.56E+02,7
263,-7996,537,415,17400000,7
525,-3368,538,960,182000,7
1030,-2313,491,867,16700000,7
279,-12878,643,614,25000000,7
384,-7946,297,642,32000000,7
320,-3113,765,837,107000,7
353,-14178,519,441,2040000,7
779,-4369,641,897,17200000,7
4730,-2318,252,957,268000,7
413,-7250,501,824,12700,7
412,-6814,335,817,180000,7
294,-9205,486,374,66700000,7
337,-9337,493,484,2570000,7
309,-8559,569,789,5.62E+02,7
287,-7634,272,281,38800000,7
323,-7596,548,532,18600000,7
440,-5214,441,690,686000,7
784,-4227,544,951,233000,7
335,-6472,466,858,330000,7
310,-6849,404,514,137000,7
464,-13059,414,484,98200000,7
1480,-5434,428,938,1440000,7
304,-9161,662,485,483000,7
239,-9044,583,574,2820000,7
700,-7668,435,933,10100,7
681,-7430,481,902,585000,7
1100,-5985,633,878,287000,7
897,-7335,519,682,1760000,7
1060,-3869,435,950,49400,7
531,-6686,524,926,607000,7
569,-5381,562,837,308000,7
392,-13395,676,695,32600000,7
262,-4797,618,662,280000,7
372,-8349,610,703,71600000,7
615,-3262,508,875,275000,7
1160,-6465,743,836,8040000,7
390,-6821,740,606,4970000,7
291,-7604,282,648,1200000,7
342,-4798,632,760,245000,7
685,-4030,469,920,302000,7
417,-10921,521,209,88200000,7
304,-7832,590,780,23300000,7
368,-11104,423,312,86500000,7
400,-7091,663,923,2720000,7
276,-5263,601,859,35900,7
280,-5888,523,847,309000,7
302,-4345,651,710,4060000,7
983,-7456,344,790,8230000,7
1090,-3152,551,896,3300000,7
536,-14262,320,428,349000,7
624,-6237,438,805,255000,7
373,-14672,537,78.1,97600000,7
318,-15886,422,208,89600000,7
377,-12259,482,151,81900000,7
380,-7767,739,715,10900000,7
1430,-4523,502,960,28800000,7
288,-8873,439,442,33500000,7
617,-7054,374,787,69000000,7
504,-6947,569,743,4920000,7
504,-5115,801,795,4170000,7
423,-10740,679,568,42200000,7
435,-5638,383,970,2760000,7
247,-5652,530,597,275000,7
381,-3985,620,826,6.78E+03,7
375,-7292,317,887,58200,7
394,-9507,699,537,7680000,7
315,-5980,528,796,12000000,7
1200,-3339,501,988,6.02E+03,7
299,-13893,501,474,60800000,7
722,-4471,404,926,720000,7
345,-8347,494,735,401000,7
2360,-4180,687,541,9100000,7
2420,-7175,673,892,19000000,7
299,-6140,533,589,4050000,7
450,-7821,517,831,139000,7
579,-4096,417,932,22100,7
344,-4874,519,771,48000,7
363,-6542,578,817,18300000,7
366,-5516,621,935,78500,7
321,-9166,419,573,26000,7
1020,-5721,370,919,37600,7
570,-4907,509,584,3680000,7
530,-5281,723,769,20700000,7
735,-2560,552,954,77100,7
1080,-2469,575,959,19200,7
727,-3724,471,888,3060000,7
1290,-7318,285,843,103000,7
344,-6158,584,931,315000,7
336,-4876,458,863,1610000,7
4050,-11600,412,902,4840000,7
347,-8911,540,696,74900000,7
371,-5641,631,645,6020000,7
338,-4054,509,774,189000,7
469,-5336,495,931,250000,7
669,-5188,249,943,2860000,7
779,-7273,709,837,10100000,7
246,-8303,571,447,61300000,7
284,-13441,563,648,52900000,7
323,-7596,548,532,18600000,7
396,-3826,492,930,1.17E+03,7
685,-10972,397,499,7660000,7
461,-9803,445,706,23400000,7
451,-6830,484,852,25100,7
290,-10057,307,433,38800000,7
342,-11563,407,268,80600000,7
418,-4906,654,784,31400,7
279,-7215,577,749,59900000,7
1200,-8851,632,556,72100000,7
859,-3632,548,869,936000,7
362,-5078,354,867,4.64E+03,7
302,-14227,370,403,11100000,7
1350,-4612,502,991,17300,7
720,-9801,613,555,58000000,7
932,-4460,357,938,8.06E+02,7
511,-6198,443,956,5.24E+03,7
1050,-3341,510,980,72200,7
377,-8821,277,663,40900,7
856,-5007,428,974,2.08E+03,7
592,-11592,243,808,1.31E+03,7
567,-7510,343,850,5.37E+03,7
379,-5391,444,741,88300,7
430,-5340,462,859,269000,7
2360,-9114,388,449,66800000,7
664,-3387,434,908,12400,7
295,-5051,666,855,17900000,7
275,-7445,639,710,1330000,7
1930,-3629,177,958,9.28E+03,7
295,-5782,584,521,6000000,7
426,-3075,593,938,189000,7
577,-6765,514,898,488000,7
754,-9069,420,831,28000,7
425,-3078,534,870,32900,7
623,-6143,677,737,52500000,7
410,-6445,415,774,403000,7
1930,-6419,457,764,2580000,7
598,-3995,591,805,5270000,7
270,-8948,287,404,34000000,7
715,-5154,580,885,10000000,7
754,-10971,691,744,10500000,7
892,-2954,533,953,500000,7
1840,-7291,412,919,1240000,7
829,-4610,639,776,7310000,7
727,-7999,267,734,186000,7
735,-3677,517,906,272000,7
1130,-2733,184,984,6.30E+03,7
355,-5749,485,911,8.67E+03,7
1490,-3968,510,957,268000,7
306,-6839,664,815,250000,7
1200,-5805,684,757,53900000,7
319,-7417,477,605,5120000,7
870,-15493,299,336,52200000,7
1620,-7615,543,598,522000,7
2320,-17601,417,352,83200000,7
419,-6258,395,764,31600,7
906,-2750,520,981,86700,7
952,-4299,785,424,386000,7
523,-5321,277,814,571000,7
665,-2087,600,915,593000,7
987,-3720,426,888,45500,7
256,-11782,419,383,7240000,7
551,-5349,532,891,31600,7
372,-9935,515,430,970000,7
329,-6010,654,873,21900000,7
557,-8430,573,590,66700000,7
578,-3829,735,798,697000,7
386,-3942,552,858,73500,7
1480,-3755,490,963,52000,7
582,-5301,676,674,10700000,7
282,-8662,616,616,104000,7
527,-8666,455,918,706000,7
783,-4496,587,990,1720000,7
1330,-2115,405,963,91100,7
417,-11881,391,473,42700000,7
1850,-5554,449,936,4380000,7
281,-9367,322,280,46800000,7
418,-4013,536,882,578000,7
721,-7136,262,925,305000,7
294,-13048,620,416,29900000,7
432,-4548,355,800,1.42E+03,7
291,-5920,564,722,15300000,7
410,-8137,433,914,5.99E+02,7
265,-14918,439,434,7830000,7
288,-7564,699,640,13000000,7
343,-9965,226,585,12800000,7
579,-5709,522,872,23600,7
365,-8043,493,661,788000,7
671,-4527,569,891,2.42E+03,7
709,-6562,381,838,460000,7
728,-16724,773,438,41300000,7
482,-4534,236,846,11000,7
1450,-12049,458,731,4870000,7
323,-13037,663,479,79600000,7
900,-4490,334,933,732000,7
474,-6462,435,889,2.38E+03,7
284,-5205,502,883,13600,7
375,-13023,462,388,33600000,7
4080,-2441,473,936,3350000,7
372,-6638,429,551,21800000,7
2590,-4714,580,788,1230000,7
271,-7365,401,337,65600000,7
272,-14336,431,351,15800000,7
286,-5708,545,865,664000,7
978,-4903,731,780,12400000,7
349,-9220,470,760,20100000,7
356,-7098,482,550,13500000,7
914,-5602,343,872,2070000,7
323,-8227,540,579,1060000,7
901,-9799,631,885,3780000,7
535,-7661,558,658,2980000,7
943,-6237,572,747,13000000,7
1120,-5284,278,962,229000,7
479,-5576,442,780,700000,7
425,-7957,613,720,1320000,7
573,-7927,482,463,28200000,7
778,-2991,433,815,171000,7
1010,-7649,359,949,5560000,7
248,-7306,374,748,383000,7
3890,-6662,214,910,47700000,7
327,-3674,445,856,20200,7
1320,-5757,441,752,3500000,7
1460,-4281,364,936,62600,7
791,-3881,179,912,140000,7
253,-5475,674,630,52000000,7
344,-5603,493,763,5.19E+03,7
687,-4649,122,880,17200,7
1220,-5191,242,972,3.61E+03,7
308,-3864,783,878,39000000,7
377,-8821,277,663,40900,7
3580,-8905,618,748,3840000,7
676,-6903,674,789,178000,7
288,-11100,473,348,72100000,7
384,-5609,479,651,7860000,7
835,-6793,526,878,1810000,7
344,-6158,584,931,315000,7
367,-5866,559,486,2580000,7
754,-8800,220,457,76500,7
401,-3051,920,654,2360000,7
804,-6061,706,592,8450000,7
340,-18304,541,156,70200000,7
276,-8574,579,636,8210000,7
799,-4564,392,981,2.90E+03,7
449,-13622,391,590,67600000,7
383,-4557,547,931,43200,7
308,-3864,783,878,39000000,7
541,-7078,621,666,46500,7
393,-6504,565,953,5460000,7
573,-5828,323,885,10000,7
366,-10594,432,679,3020000,7
316,-5242,588,856,81800,7
460,-4581,546,927,6830000,7
280,-9461,291,493,5190000,7
284,-11653,489,389,87700000,7
280,-11101,466,648,230000,7
314,-6576,640,864,832000,7
363,-5969,567,914,1060000,7
