speechiness,loudness,danceability,energy,,target,
366,-11786,710,642,,7,642000
753,-5050,539,943,,7,943000
505,-5875,568,844,,7,844000
505,-8708,565,505,,7,505000
863,-3654,500,900,,7,900000
378,-17592,274,308,,7,308000
346,-2939,380,843,,7,843000
284,-3192,510,693,,7,693000
412,-12767,306,398,,7,398000
291,-9865,535,532,,7,532000
326,-10846,468,743,,7,743000
290,-9936,448,619,,7,619000
315,-5176,385,637,,7,637000
579,-2689,475,858,,7,858000
1300,-3796,637,870,,7,870000
507,-8926,520,645,,7,645000
384,-7946,297,642,,7,642000
411,-7081,524,955,,7,955000
430,-3580,599,790,,7,790000
495,-15521,815,336,,7,336000
531,-5957,366,859,,7,859000
1160,-3675,344,972,,7,972000
855,-3435,613,953,,7,953000
515,-4995,562,973,,7,973000
1590,-5142,686,840,,7,840000
1110,-6855,534,830,,7,830000
278,-7987,676,515,,7,515000
426,-13997,443,401,,7,401000
679,-1884,139,912,,7,912000
348,-8994,404,350,,7,350000
459,-3501,500,817,,7,817000
306,-4535,606,750,,7,750000
300,-15776,456,480,,7,480000
1210,-3878,539,849,,7,849000
340,-6442,595,667,,7,667000
313,-5390,572,751,,7,751000
426,-3479,573,981,,7,981000
356,-8890,543,715,,7,715000
326,-7911,595,804,,7,804000
328,-11473,390,215,,7,215000
650,-11546,367,856,,7,856000
649,-8288,529,746,,7,746000
283,-11729,550,722,,7,722000
344,-16682,287,295,,7,295000
366,-5516,621,935,,7,935000
287,-7634,272,281,,7,281000
621,-5101,454,891,,7,891000
347,-4905,622,941,,7,941000
405,-6949,487,427,,7,427000
680,-6598,282,903,,7,903000
290,-5548,622,829,,7,829000
305,-6799,527,606,,7,606000
317,-9011,366,617,,7,617000
1200,-4563,525,578,,7,578000
465,-6551,472,859,,7,859000
2070,-3837,156,947,,7,947000
378,-3439,545,964,,7,964000
535,-4138,595,910,,7,910000
367,-5541,413,881,,7,881000
359,-3130,465,831,,7,831000
398,-9756,423,681,,7,681000
392,-4302,543,917,,7,917000
518,-5721,501,905,,7,905000
313,-3212,301,795,,7,795000
427,-11166,480,536,,7,536000
531,-6489,591,963,,7,963000
351,-7067,530,759,,7,759000
299,-8518,254,377,,7,377000
324,-5627,464,764,,7,764000
348,-4262,639,792,,7,792000
377,-10566,382,586,,7,586000
282,-5224,731,840,,7,840000
330,-14495,301,347,,7,347000
258,-8970,538,362,,7,362000
424,-7714,269,672,,7,672000
309,-5274,589,685,,7,685000
483,-6286,714,708,,7,708000
285,-10385,655,606,,7,606000
660,-5459,593,949,,7,949000
339,-12453,346,335,,7,335000
468,-5343,420,825,,7,825000
853,-7519,594,813,,7,813000
975,-7872,688,671,,7,671000
345,-7586,635,484,,7,484000
337,-4203,523,943,,7,943000
896,-4975,545,780,,7,780000
373,-8386,318,553,,7,553000
654,-8104,314,634,,7,634000
297,-13817,646,272,,7,272000
1040,-3084,292,971,,7,971000
302,-12356,640,679,,7,679000
787,-7246,679,768,,7,768000
636,-4314,315,826,,7,826000
392,-3274,353,866,,7,866000
510,-9087,674,574,,7,574000
1250,-3314,466,951,,7,951000
504,-5914,671,756,,7,756000
298,-4792,526,671,,7,671000
311,-7085,780,653,,7,653000
455,-3405,604,939,,7,939000
573,-4749,475,940,,7,940000
1040,-3876,310,989,,7,989000
271,-7496,741,598,,7,598000
339,-7577,518,870,,7,870000
644,-4441,392,964,,7,964000
355,-6473,694,812,,7,812000
1250,-4975,583,931,,7,931000
377,-3626,462,815,,7,815000
333,-5812,505,793,,7,793000
282,-14723,579,338,,7,338000
251,-8366,630,772,,7,772000
309,-5439,459,747,,7,747000
886,-5154,710,843,,7,843000
399,-3005,434,903,,7,903000
926,-9267,464,795,,7,795000
885,-7989,471,639,,7,639000
693,-5838,528,921,,7,921000
551,-4842,447,913,,7,913000
488,-3104,730,792,,7,792000
1090,-6321,531,686,,7,686000
505,-2920,470,806,,7,806000
686,-3786,541,983,,7,983000
280,-7060,587,732,,7,732000
898,-5417,499,958,,7,958000
779,-3699,574,857,,7,857000
512,-7761,494,865,,7,865000
253,-4835,589,669,,7,669000
446,-5317,482,733,,7,733000
458,-2962,540,982,,7,982000
356,-4190,535,948,,7,948000
382,-5462,366,888,,7,888000
498,-10130,613,937,,7,937000
545,-11458,393,850,,7,850000
1160,-10018,670,833,,7,833000
399,-3943,582,859,,7,859000
284,-9272,561,337,,7,337000
2240,-9937,545,640,,7,640000
1440,-4588,614,817,,7,817000
853,-7519,594,813,,7,813000
1450,-8805,834,430,,7,430000
362,-4975,639,843,,7,843000
268,-7611,457,825,,7,825000
1860,-8700,746,525,,7,525000
777,-6600,626,879,,7,879000
1450,-4591,472,946,,7,946000
799,-7828,726,463,,7,463000
565,-4714,566,829,,7,829000
442,-6222,618,895,,7,895000
465,-6551,472,859,,7,859000
435,-7960,676,920,,7,920000
380,-8998,248,850,,7,850000
347,-5152,442,793,,7,793000
970,-2641,229,888,,7,888000
266,-6484,634,803,,7,803000
2210,-3412,316,885,,7,885000
342,-7231,802,865,,7,865000
439,-3886,679,804,,7,804000
292,-11068,547,445,,7,445000
519,-4925,472,880,,7,880000
661,-3910,587,898,,7,898000
355,-13993,424,201,,7,201000
292,-2796,524,962,,7,962000
340,-12197,446,632,,7,632000
407,-12927,689,452,,7,452000
1260,-5801,465,751,,7,751000
336,-4569,540,631,,7,631000
461,-6322,233,848,,7,848000
363,-3537,473,898,,7,898000
520,-4127,607,757,,7,757000
1400,-3586,372,940,,7,940000
465,-5116,333,695,,7,695000
1890,-6214,420,949,,7,949000
435,-5638,383,970,,7,970000
378,-10961,380,760,,7,760000
589,-3241,375,914,,7,914000
296,-10801,433,288,,7,288000
302,-6606,466,496,,7,496000
315,-8445,427,655,,7,655000
762,-3942,392,979,,7,979000
282,-8833,479,411,,7,411000
374,-13029,555,809,,7,809000
268,-9499,423,442,,7,442000
461,-5053,633,831,,7,831000
459,-13496,559,345,,7,345000
333,-5350,523,783,,7,783000
373,-8666,510,817,,7,817000
567,-3622,578,952,,7,952000
351,-7067,530,759,,7,759000
482,-5513,529,847,,7,847000
2240,-9937,545,640,,7,640000
985,-6447,288,887,,7,887000
270,-6857,328,447,,7,447000
810,-6971,465,903,,7,903000
1290,-5445,677,874,,7,874000
319,-10403,501,652,,7,652000
2570,-3882,315,973,,7,973000
276,-9744,828,492,,7,492000
317,-6986,591,420,,7,420000
270,-12175,557,577,,7,577000
247,-6196,514,613,,7,613000
593,-4671,578,894,,7,894000
1450,-3220,542,990,,7,990000
316,-3709,608,890,,7,890000
613,-3974,416,819,,7,819000
269,-7290,673,663,,7,663000
945,-4652,417,706,,7,706000
300,-10258,671,269,,7,269000
537,-3094,285,801,,7,801000
413,-10549,669,656,,7,656000
1420,-4189,253,931,,7,931000
2540,-5913,533,972,,7,972000
606,-9454,765,579,,7,579000
551,-9066,281,614,,7,614000
576,-4826,150,873,,7,873000
808,-6441,573,939,,7,939000
300,-4235,857,746,,7,746000
514,-2611,451,973,,7,973000
454,-5642,441,794,,7,794000
902,-5501,370,895,,7,895000
675,-6835,387,898,,7,898000
504,-9939,594,675,,7,675000
308,-7819,481,852,,7,852000
377,-7596,487,766,,7,766000
378,-3092,557,886,,7,886000
483,-11887,477,479,,7,479000
849,-10309,504,690,,7,690000
363,-2632,670,954,,7,954000
1130,-1742,323,982,,7,982000
278,-9686,615,702,,7,702000
417,-9973,329,444,,7,444000
1280,-2820,323,979,,7,979000
483,-5103,473,757,,7,757000
792,-8189,653,545,,7,545000
331,-4030,617,651,,7,651000
607,-5400,450,914,,7,914000
293,-10572,656,291,,7,291000
390,-5284,609,832,,7,832000
581,-4497,852,927,,7,927000
1020,-3866,478,974,,7,974000
715,-7062,559,718,,7,718000
555,-8676,326,798,,7,798000
470,-9313,390,799,,7,799000
501,-7940,479,761,,7,761000
400,-6251,278,807,,7,807000
445,-11698,587,672,,7,672000
300,-4991,195,483,,7,483000
324,-5627,464,764,,7,764000
362,-4756,457,804,,7,804000
326,-6954,585,741,,7,741000
1440,-2626,633,885,,7,885000
2590,-5361,491,961,,7,961000
2160,-4279,167,975,,7,975000
435,-3562,294,675,,7,675000
363,-8718,416,466,,7,466000
326,-5267,392,642,,7,642000
459,-3049,344,921,,7,921000
873,-8924,542,910,,7,910000
475,-3733,540,801,,7,801000
278,-8522,539,578,,7,578000
1060,-3604,419,932,,7,932000
272,-12503,551,293,,7,293000
451,-8760,453,766,,7,766000
322,-5874,537,823,,7,823000
670,-5511,685,697,,7,697000
534,-4606,422,874,,7,874000
374,-7211,536,901,,7,901000
494,-6046,272,917,,7,917000
876,-4045,445,861,,7,861000
731,-5002,368,769,,7,769000
545,-6815,526,900,,7,900000
285,-14793,423,207,,7,207000
781,-5958,780,733,,7,733000
2720,-6622,458,937,,7,937000
423,-7166,357,623,,7,623000
309,-6231,540,776,,7,776000
721,-2948,365,981,,7,981000
351,-7067,530,759,,7,759000
280,-8582,477,564,,7,564000
340,-12197,446,632,,7,632000
540,-5746,662,774,,7,774000
1200,-10279,366,609,,7,609000
292,-10767,524,553,,7,553000
998,-5906,654,929,,7,929000
975,-4199,270,944,,7,944000
306,-4756,635,875,,7,875000
340,-8656,374,716,,7,716000
443,-5463,680,878,,7,878000
503,-4015,362,928,,7,928000
1010,-4854,510,759,,7,759000
1620,-7615,543,598,,7,598000
552,-10283,256,641,,7,641000
539,-6121,429,873,,7,873000
431,-18166,566,124,,7,124000
339,-5764,587,789,,7,789000
1210,-6058,477,899,,7,899000
592,-3715,272,931,,7,931000
567,-4212,398,927,,7,927000
1960,-3421,523,983,,7,983000
594,-6050,473,913,,7,913000
422,-5739,607,778,,7,778000
583,-6015,348,610,,7,610000
371,-6980,752,602,,7,602000
492,-11941,240,851,,7,851000
276,-5477,614,568,,7,568000
1200,-7486,358,893,,7,893000
451,-6830,484,852,,7,852000
339,-12049,338,340,,7,340000
805,-3126,459,895,,7,895000
970,-3057,247,880,,7,880000
664,-4126,183,847,,7,847000
350,-3804,555,973,,7,973000
323,-7754,660,522,,7,522000
1500,-8201,460,906,,7,906000
265,-12855,632,397,,7,397000
539,-2122,627,819,,7,819000
377,-4754,686,885,,7,885000
344,-11274,652,490,,7,490000
1090,-3920,367,877,,7,877000
351,-7067,530,759,,7,759000
304,-6873,520,761,,7,761000
965,-8744,822,522,,7,522000
348,-4262,639,792,,7,792000
324,-11384,421,335,,7,335000
318,-14955,605,451,,7,451000
283,-6964,526,749,,7,749000
513,-3765,446,917,,7,917000
322,-6429,541,887,,7,887000
374,-5046,452,766,,7,766000
318,-10330,324,136,,7,136000
442,-3577,540,902,,7,902000
323,-5433,580,748,,7,748000
1610,-2716,386,979,,7,979000
284,-6189,465,517,,7,517000
1240,-10179,572,488,,7,488000
846,-2532,385,963,,7,963000
308,-3864,783,878,,7,878000
1010,-13432,338,598,,7,598000
521,-4054,517,848,,7,848000
490,-5070,383,835,,7,835000
336,-4569,540,631,,7,631000
405,-9168,456,367,,7,367000
296,-9055,373,681,,7,681000
714,-5938,351,949,,7,949000
257,-8693,475,555,,7,555000
414,-5137,506,900,,7,900000
292,-12714,522,349,,7,349000
394,-2485,416,944,,7,944000
321,-7445,606,679,,7,679000
700,-6872,581,791,,7,791000
354,-4494,389,905,,7,905000
399,-5618,543,739,,7,739000
440,-4698,367,707,,7,707000
632,-4880,615,785,,7,785000
774,-2433,318,919,,7,919000
431,-4040,433,959,,7,959000
315,-13262,315,296,,7,296000
278,-6257,511,697,,7,697000
448,-4599,554,920,,7,920000
362,-4260,572,913,,7,913000
850,-2882,612,921,,7,921000
683,-7452,438,778,,7,778000
454,-2714,552,888,,7,888000
368,-13362,564,577,,7,577000
417,-9132,504,778,,7,778000
418,-4981,376,868,,7,868000
277,-10205,527,418,,7,418000
327,-6660,580,674,,7,674000
1210,-12425,452,489,,7,489000
432,-7340,754,583,,7,583000
399,-3435,330,895,,7,895000
414,-10658,642,390,,7,390000
291,-6110,643,542,,7,542000
636,-10153,426,744,,7,744000
284,-8049,539,332,,7,332000
435,-8721,464,410,,7,410000
328,-9249,817,599,,7,599000
466,-8195,436,594,,7,594000
448,-9212,602,540,,7,540000
271,-5218,550,804,,7,804000
324,-11384,421,335,,7,335000
4830,-10878,280,854,,7,854000
310,-3251,538,884,,7,884000
710,-6355,567,758,,7,758000
645,-2008,404,876,,7,876000
399,-6882,571,858,,7,858000
384,-12590,684,481,,7,481000
832,-2283,471,900,,7,900000
845,-8000,202,839,,7,839000
307,-20046,570,204,,7,204000
1020,-4115,593,979,,7,979000
407,-9760,502,758,,7,758000
563,-5201,390,830,,7,830000
287,-7021,309,635,,7,635000
360,-7340,645,792,,7,792000
987,-19689,491,272,,7,272000
295,-14677,586,331,,7,331000
360,-7340,645,792,,7,792000
448,-3398,430,669,,7,669000
1380,-10241,728,568,,7,568000
477,-5193,374,739,,7,739000
389,-7373,525,897,,7,897000
341,-5721,637,620,,7,620000
299,-8039,377,682,,7,682000
1670,-5259,274,915,,7,915000
376,-8284,500,501,,7,501000
425,-7957,613,720,,7,720000
490,-11339,268,584,,7,584000
821,-8868,423,583,,7,583000
276,-10051,500,528,,7,528000
796,-11494,330,556,,7,556000
296,-9142,633,543,,7,543000
320,-9326,594,638,,7,638000
701,-5387,404,924,,7,924000
408,-6681,520,795,,7,795000
274,-4530,560,595,,7,595000
604,-4056,410,942,,7,942000
876,-5545,725,747,,7,747000
270,-9484,579,508,,7,508000
380,-6237,377,758,,7,758000
399,-6475,582,817,,7,817000
396,-3826,492,930,,7,930000
522,-5173,511,930,,7,930000
469,-4876,390,629,,7,629000
2010,-5424,453,665,,7,665000
514,-7340,651,801,,7,801000
575,-2651,362,945,,7,945000
456,-5992,332,667,,7,667000
1790,-9652,541,618,,7,618000
521,-3581,170,890,,7,890000
353,-5627,551,796,,7,796000
929,-4129,508,946,,7,946000
379,-5505,415,407,,7,407000
338,-7890,723,863,,7,863000
794,-6481,336,699,,7,699000
668,-6524,339,881,,7,881000
709,-5674,575,694,,7,694000
729,-3415,305,884,,7,884000
294,-6659,427,644,,7,644000
521,-3628,673,923,,7,923000
243,-7681,533,545,,7,545000
392,-7150,318,646,,7,646000
696,-8553,588,812,,7,812000
589,-6492,536,928,,7,928000
482,-9771,654,641,,7,641000
620,-8048,464,670,,7,670000
280,-7261,618,595,,7,595000
437,-2360,556,913,,7,913000
540,-5653,542,905,,7,905000
430,-9177,284,434,,7,434000
329,-13804,387,193,,7,193000
1380,-3632,378,953,,7,953000
552,-10283,256,641,,7,641000
1870,-2365,440,950,,7,950000
675,-3499,506,930,,7,930000
470,-8635,230,725,,7,725000
832,-2283,471,900,,7,900000
258,-5584,603,563,,7,563000
426,-6947,767,854,,7,854000
876,-5545,725,747,,7,747000
396,-9616,596,448,,7,448000
873,-5854,724,876,,7,876000
634,-6098,691,753,,7,753000
407,-9760,502,758,,7,758000
1620,-10474,449,776,,7,776000
623,-6171,643,980,,7,980000
363,-7921,569,809,,7,809000
275,-7064,694,576,,7,576000
723,-11178,792,634,,7,634000
336,-6676,314,838,,7,838000
349,-6566,611,778,,7,778000
867,-3159,572,836,,7,836000
307,-4166,503,667,,7,667000
370,-7526,588,584,,7,584000
344,-9103,624,528,,7,528000
378,-4295,626,859,,7,859000
698,-3188,331,943,,7,943000
287,-8684,550,765,,7,765000
519,-4615,606,704,,7,704000
695,-6208,451,887,,7,887000
567,-5858,461,872,,7,872000
1890,-7827,607,428,,7,428000
343,-6887,648,676,,7,676000
521,-5269,479,937,,7,937000
356,-4569,677,870,,7,870000
514,-7340,651,801,,7,801000
302,-9231,229,621,,7,621000
1600,-3915,548,971,,7,971000
316,-8017,580,627,,7,627000
819,-4338,479,844,,7,844000
593,-4671,578,894,,7,894000
277,-7028,741,697,,7,697000
350,-6094,585,800,,7,800000
354,-7022,185,750,,7,750000
320,-15646,549,346,,7,346000
317,-6219,572,835,,7,835000
403,-2306,537,882,,7,882000
507,-14070,615,401,,7,401000
282,-5128,530,888,,7,888000
701,-5336,365,719,,7,719000
281,-7423,678,556,,7,556000
1140,-9993,300,791,,7,791000
329,-7170,667,721,,7,721000
496,-8810,545,670,,7,670000
442,-10960,430,463,,7,463000
283,-6962,329,646,,7,646000
454,-6202,553,901,,7,901000
307,-10023,733,794,,7,794000
757,-1574,492,942,,7,942000
247,-7798,636,782,,7,782000
1930,-6419,457,764,,7,764000
838,-3259,591,947,,7,947000
324,-3780,588,761,,7,761000
267,-12254,716,357,,7,357000
341,-12663,526,763,,7,763000
2230,-3579,193,995,,7,995000
1930,-6419,457,764,,7,764000
754,-6965,629,773,,7,773000
356,-8889,596,949,,7,949000
847,-6222,383,868,,7,868000
1090,-3436,385,979,,7,979000
373,-13741,516,549,,7,549000
408,-12349,307,381,,7,381000
320,-7566,306,635,,7,635000
727,-4231,173,929,,7,929000
327,-10835,561,327,,7,327000
664,-6839,758,697,,7,697000
1320,-4838,468,902,,7,902000
295,-8765,324,566,,7,566000
627,-7943,522,790,,7,790000
326,-5006,483,742,,7,742000
348,-3391,513,811,,7,811000
632,-5875,314,756,,7,756000
393,-16239,448,350,,7,350000
311,-7085,780,653,,7,653000
382,-7376,381,593,,7,593000
898,-2759,548,967,,7,967000
354,-8708,527,871,,7,871000
515,-4449,403,932,,7,932000
345,-9698,778,719,,7,719000
1140,-3949,316,956,,7,956000
302,-8512,567,714,,7,714000
497,-10938,549,832,,7,832000
508,-5978,250,976,,7,976000
1500,-4750,401,980,,7,980000
615,-5765,536,845,,7,845000
514,-2948,399,949,,7,949000
377,-11750,547,308,,7,308000
784,-4789,461,904,,7,904000
841,-4245,447,949,,7,949000
504,-8547,469,813,,7,813000
662,-4220,646,851,,7,851000
383,-6434,704,717,,7,717000
457,-19537,466,182,,7,182000
281,-4535,667,776,,7,776000
325,-10824,481,818,,7,818000
301,-8141,463,620,,7,620000
329,-2307,578,760,,7,760000
266,-13386,678,619,,7,619000
343,-3664,389,711,,7,711000
1350,-8765,726,431,,7,431000
460,-4205,628,877,,7,877000
692,-3970,527,969,,7,969000
278,-7042,496,749,,7,749000
285,-13215,556,546,,7,546000
716,-7404,479,909,,7,909000
435,-10536,567,687,,7,687000
408,-9144,820,575,,7,575000
373,-13964,403,422,,7,422000
862,-5697,569,864,,7,864000
261,-7700,386,607,,7,607000
841,-3983,365,893,,7,893000
402,-12116,646,539,,7,539000
419,-4530,425,889,,7,889000
313,-12999,695,336,,7,336000
281,-5377,654,828,,7,828000
378,-4494,489,900,,7,900000
355,-8654,544,909,,7,909000
660,-2943,451,960,,7,960000
433,-4144,573,708,,7,708000
1230,-3572,460,984,,7,984000
324,-3780,588,761,,7,761000
540,-4281,616,839,,7,839000
1170,-11994,887,480,,7,480000
328,-5402,557,815,,7,815000
1270,-4075,633,788,,7,788000
913,-3210,408,938,,7,938000
367,-10117,743,743,,7,743000
1190,-7725,477,806,,7,806000
264,-10112,693,410,,7,410000
463,-6787,263,733,,7,733000
2720,-4647,696,923,,7,923000
390,-7426,371,866,,7,866000
2630,-3250,446,971,,7,971000
514,-7340,651,801,,7,801000
487,-3795,402,956,,7,956000
670,-5511,685,697,,7,697000
598,-3419,411,813,,7,813000
368,-2909,583,968,,7,968000
761,-4573,545,824,,7,824000
467,-4479,525,882,,7,882000
1100,-3973,407,858,,7,858000
919,-6572,225,865,,7,865000
500,-4651,358,912,,7,912000
323,-7487,557,762,,7,762000
323,-9852,835,559,,7,559000
287,-8823,549,255,,7,255000
633,-3698,580,894,,7,894000
316,-9969,306,647,,7,647000
272,-7166,411,565,,7,565000
1490,-3772,344,894,,7,894000
329,-5135,517,553,,7,553000
604,-7989,761,711,,7,711000
443,-4338,500,866,,7,866000
1230,-5683,383,885,,7,885000
1190,-3031,308,984,,7,984000
1550,-4224,411,889,,7,889000
392,-5265,593,849,,7,849000
291,-6128,429,554,,7,554000
391,-5787,501,745,,7,745000
350,-5034,739,754,,7,754000
427,-5689,221,810,,7,810000
470,-5581,657,845,,7,845000
1760,-6644,573,683,,7,683000
861,-5362,452,923,,7,923000
344,-5682,401,933,,7,933000
655,-6644,441,922,,7,922000
521,-4054,517,848,,7,848000
771,-4007,457,916,,7,916000
434,-3528,673,899,,7,899000
298,-12778,806,462,,7,462000
879,-5535,523,918,,7,918000
577,-5804,326,763,,7,763000
467,-5562,383,916,,7,916000
359,-6200,585,953,,7,953000
235,-5150,589,633,,7,633000
262,-10704,468,362,,7,362000
270,-9959,576,591,,7,591000
279,-7215,577,749,,7,749000
329,-8718,601,768,,7,768000
270,-6228,578,811,,7,811000
1620,-4951,421,817,,7,817000
1930,-6425,380,908,,7,908000
536,-4151,413,873,,7,873000
1260,-3127,494,939,,7,939000
373,-8329,620,610,,7,610000
1010,-4854,510,759,,7,759000
2140,-9237,702,668,,7,668000
296,-6858,499,548,,7,548000
356,-8890,543,715,,7,715000
296,-12591,567,559,,7,559000
535,-12730,370,476,,7,476000
400,-6251,278,807,,7,807000
483,-6227,439,637,,7,637000
427,-4850,520,619,,7,619000
588,-10493,814,482,,7,482000
1460,-4866,696,830,,7,830000
2050,-4420,342,987,,7,987000
619,-3348,243,958,,7,958000
386,-7677,439,705,,7,705000
414,-4528,669,747,,7,747000
1230,-3123,423,991,,7,991000
459,-5287,444,709,,7,709000
418,-5196,533,661,,7,661000
449,-3286,496,913,,7,913000
353,-10322,619,670,,7,670000
276,-8383,705,625,,7,625000
757,-2996,209,872,,7,872000
723,-5393,501,922,,7,922000
550,-8118,524,805,,7,805000
542,-10668,688,582,,7,582000
1290,-2683,326,904,,7,904000
445,-9142,672,768,,7,768000
483,-3868,433,854,,7,854000
358,-10860,724,612,,7,612000
328,-16436,410,212,,7,212000
769,-8281,672,755,,7,755000
279,-7712,559,473,,7,473000
410,-5373,350,828,,7,828000
4730,-2318,252,957,,7,957000
279,-8403,702,596,,7,596000
806,-3521,515,949,,7,949000
384,-4364,601,723,,7,723000
614,-4561,565,877,,7,877000
250,-7231,580,556,,7,556000
473,-2248,398,890,,7,890000
538,-7227,361,874,,7,874000
747,-4934,413,879,,7,879000
1010,-4854,510,759,,7,759000
379,-11106,621,557,,7,557000
344,-5990,687,890,,7,890000
1070,-4008,454,913,,7,913000
505,-2947,541,960,,7,960000
410,-9251,761,273,,7,273000
920,-8816,615,477,,7,477000
265,-7249,553,600,,7,600000
299,-11528,474,338,,7,338000
1080,-2060,316,948,,7,948000
1080,-3374,355,942,,7,942000
1570,-3928,214,942,,7,942000
575,-9823,502,819,,7,819000
618,-10449,616,541,,7,541000
1520,-4289,311,995,,7,995000
1290,-4544,470,902,,7,902000
393,-6233,248,687,,7,687000
462,-4329,674,867,,7,867000
765,-5950,324,832,,7,832000
377,-5148,396,781,,7,781000
440,-8314,255,586,,7,586000
355,-17114,268,567,,7,567000
866,-3740,383,945,,7,945000
807,-3324,273,973,,7,973000
753,-16324,530,561,,7,561000
404,-6053,664,828,,7,828000
272,-10441,474,336,,7,336000
329,-6157,566,659,,7,659000
624,-6237,438,805,,7,805000
374,-7211,536,901,,7,901000
666,-4045,564,933,,7,933000
467,-2464,539,981,,7,981000
398,-4933,531,711,,7,711000
345,-6452,493,604,,7,604000
271,-5218,550,804,,7,804000
847,-5231,522,881,,7,881000
288,-7881,578,794,,7,794000
334,-4251,664,877,,7,877000
309,-7249,407,738,,7,738000
612,-5024,459,931,,7,931000
333,-4282,572,896,,7,896000
553,-4262,695,876,,7,876000
375,-5496,663,777,,7,777000
320,-8563,415,522,,7,522000
387,-15430,398,710,,7,710000
374,-7516,640,663,,7,663000
460,-5607,425,852,,7,852000
613,-12147,797,536,,7,536000
370,-6935,539,887,,7,887000
296,-7122,581,777,,7,777000
476,-2405,420,909,,7,909000
347,-6711,560,825,,7,825000
1140,-2003,494,924,,7,924000
497,-3369,317,924,,7,924000
268,-6595,552,645,,7,645000
608,-3321,493,943,,7,943000
832,-2283,471,900,,7,900000
809,-4442,474,956,,7,956000
3610,-3133,408,967,,7,967000
256,-12366,605,404,,7,404000
277,-9404,635,671,,7,671000
674,-10533,498,720,,7,720000
457,-6393,731,875,,7,875000
604,-5026,569,933,,7,933000
427,-8639,546,724,,7,724000
595,-5076,550,934,,7,934000
648,-11317,391,756,,7,756000
276,-9744,828,492,,7,492000
314,-8320,570,704,,7,704000
734,-2078,393,965,,7,965000
391,-7031,589,762,,7,762000
1430,-5487,414,938,,7,938000
407,-7594,643,683,,7,683000
418,-13021,596,835,,7,835000
443,-5950,417,857,,7,857000
462,-5003,612,895,,7,895000
728,-6182,231,919,,7,919000
391,-8254,326,540,,7,540000
395,-4190,474,917,,7,917000
1210,-3111,623,969,,7,969000
732,-9975,544,885,,7,885000
377,-6421,803,722,,7,722000
687,-7521,317,905,,7,905000
583,-2696,504,938,,7,938000
423,-4698,446,902,,7,902000
358,-7617,572,730,,7,730000
337,-9455,534,744,,7,744000
491,-10734,431,260,,7,260000
1020,-7332,324,938,,7,938000
255,-6517,432,389,,7,389000
284,-5461,455,849,,7,849000
299,-8039,377,682,,7,682000
524,-11025,730,639,,7,639000
269,-7679,498,539,,7,539000
369,-5648,477,771,,7,771000
267,-6840,512,601,,7,601000
583,-2522,411,986,,7,986000
758,-5575,488,959,,7,959000
506,-8896,633,351,,7,351000
248,-5573,591,571,,7,571000
360,-4618,545,753,,7,753000
527,-5262,366,732,,7,732000
353,-4705,518,867,,7,867000
581,-7017,550,542,,7,542000
330,-12673,658,206,,7,206000
253,-7831,500,510,,7,510000
954,-3673,432,965,,7,965000
502,-5685,642,843,,7,843000
314,-6342,571,654,,7,654000
700,-6872,581,791,,7,791000
348,-6379,501,743,,7,743000
4730,-2318,252,957,,7,957000
869,-10671,473,783,,7,783000
256,-7408,493,636,,7,636000
301,-8838,414,700,,7,700000
372,-6192,245,715,,7,715000
303,-8095,377,477,,7,477000
270,-4028,576,478,,7,478000
334,-19820,474,122,,7,122000
376,-4164,619,855,,7,855000
346,-7042,221,533,,7,533000
435,-3001,541,904,,7,904000
381,-3532,630,968,,7,968000
273,-10415,675,650,,7,650000
430,-5774,715,787,,7,787000
1260,-5909,509,733,,7,733000
530,-3009,445,615,,7,615000
311,-5209,512,783,,7,783000
1210,-2278,390,939,,7,939000
268,-7611,457,825,,7,825000
457,-11402,401,535,,7,535000
440,-7539,429,668,,7,668000
447,-14686,581,163,,7,163000
418,-7514,365,466,,7,466000
608,-3321,493,943,,7,943000
319,-3842,532,759,,7,759000
519,-5212,491,797,,7,797000
2880,-5909,482,843,,7,843000
422,-2958,548,952,,7,952000
915,-7470,804,693,,7,693000
1650,-5677,326,886,,7,886000
290,-6873,615,657,,7,657000
895,-2616,623,962,,7,962000
637,-4321,475,899,,7,899000
368,-4120,638,766,,7,766000
521,-4054,517,848,,7,848000
230,-7297,620,532,,7,532000
463,-6787,263,733,,7,733000
318,-5857,553,717,,7,717000
402,-5732,534,708,,7,708000
413,-3317,508,915,,7,915000
314,-9756,602,633,,7,633000
368,-9424,564,774,,7,774000
391,-13340,630,524,,7,524000
1570,-2772,429,993,,7,993000
1380,-2210,439,945,,7,945000
256,-9345,464,417,,7,417000
632,-4880,615,785,,7,785000
606,-2967,506,921,,7,921000
355,-12004,458,701,,7,701000
307,-6533,523,722,,7,722000
299,-4694,425,818,,7,818000
390,-3252,288,629,,7,629000
1900,-3203,527,973,,7,973000
1060,-6530,289,716,,7,716000
933,-7464,428,677,,7,677000
978,-4854,383,883,,7,883000
339,-8957,307,635,,7,635000
372,-7242,618,707,,7,707000
276,-6744,687,858,,7,858000
530,-5860,390,803,,7,803000
517,-7255,780,869,,7,869000
623,-5057,459,891,,7,891000
635,-7222,358,901,,7,901000
459,-5898,585,776,,7,776000
397,-8131,544,621,,7,621000
731,-5002,368,769,,7,769000
765,-5598,485,707,,7,707000
769,-11514,429,631,,7,631000
